Party,Handle,Tweet
Congress,incindia,"Our govt. may be too spineless/enamoured to take action against the debt-ridden Anil Ambani, but the tides are turning &amp; it looks like he may actually have to pay his dues.  #2SawalDoJawab    https://t.co/fDdd1CZdz7"
Congress,incindia,This is the secret to his energy.   #2SawalDoJawab #DoubleA  https://t.co/SKeVKU8w82
Congress,incindia,Finally @nsitharaman got one question right!  #2SawalDoJawab  https://t.co/8FHz5kYfYs
Congress,incindia,This doll and the govt. have a lot in common.   #2SawalDoJawab  https://t.co/bEDexFgfRO
Congress,incindia,.@nsitharaman &amp; @narendramodi please answer the following questions you conveniently ignored.   1. Who gave Anil Ambani the offset contract?  2. Did Defence Ministry object to the new deal?    #2SawalDoJawab
Congress,incindia,We remember Mansoor Ali Khan Pataudi who was the former captain of Indian cricket team. He was awarded the Arjuna Award and the Padma Shri for his contributions.  https://t.co/26hgp15TMb
Congress,incindia,"Five years ago, ISRO launched the GSAT-14 satellite which incorporated an Indian-built cryogenic engine. We commemorate ISRO's achievements for the nation.  https://t.co/D7BzS3hLSC"
Congress,incindia,".@nsitharaman put on a truly theatrical show in Parliament today, if only she remembered to tell the truth.   #RahulGandhiExposesBJP  https://t.co/eLWO8pu0pk"
Congress,incindia,A 'Letter of Comfort' does not guarantee the French govt. is responsible if Dassault fails to deliver - Even @manoharparrikar was aware of this &amp; rejected the proposal. Maybe if he had explained it in a more dramatic fashion Nirmalaji would've understood.  #RahulGandhiExposesBJP  https://t.co/K3zCDbkMWF
Congress,incindia,"Repeating the same lie doesn't make it true @nsitharaman, no matter how award worthy your ""performance"" may be.   PM NoMo chose Anil Ambani over HAL &amp; ensured Dassault appointed him as their offset partner.    #RahulGandhiExposesBJP  https://t.co/2eO2D1xllc"
Congress,incindia,We're not entirely sure what @nsitharaman considers due process but announcing the purchase of a defence deal without DAC &amp; CCS approval is against Defence Procurement Procedure. No amount of dramatics will change the facts.   #RahulGandhiExposesBJP  https://t.co/hiHNRpvn3T
Congress,incindia,"Definitely a must watch Modiji, just short of a oscar, only because amidst all that drama she conveniently evaded the most important questions: Who gave Anil Ambani the offset contract &amp; Did Defence Ministry object to the new deal?   #RahulGandhiExposesBJP"
Congress,incindia,"We concur it was a great performance. It was a great piece of fiction. Just short of an Oscar though. If only she got the script right, we mean the facts right.  #RahulGandhiExposesBJP"
Congress,incindia,".@nsitharaman gave an impassioned speech in Parliament to defend PM Modi's corruption, but in the midst of her dramatics she seemed to get her facts wrong. The SC has clearly stated it is beyond their jurisdiction to comment on #RafaleScam pricing.   #RahulGandhiExposesBJP  https://t.co/7sUhqiQ7a2"
Congress,incindia,Once again Raksha Mantri @nsitharaman chooses to ignore Congress President @RahulGandhi's questions. This time with an added dose of drama.   #RahulGandhiExposesBJP  https://t.co/AGJo6MtvMk
Congress,incindia,"Recently released data from RBI shows the NoMo govt. has allowed a sharp increase of fraud cases, thus leaving our banking system in the slumps.   Four-fold increase since 2013-14 of monetary value of frauds &amp; 72% rise in bank frauds in 1 year.   https://t.co/sTLfxWBMrp"
Congress,incindia,"Investments are slumping, MSMEs are in crisis, agricultural sector is devastated &amp; the NoMo govt. has only just realised they need to do something - in an election year. It's all too little too late.    https://t.co/rNoviTghgs"
Congress,incindia,"When PM Modi did a by-pass surgery of the Rafale deal, did Defence Ministry officials object to the new deal? Yes or no?: Congress President @RahulGandhi  #RahulGandhiExposesBJP"
Congress,incindia,"DM @nsitharaman said neighborhood was dangerous, then why were the number of aircrafts reduced from 126 to 36?: Congress President @RahulGandhi  #RahulGandhiExposesBJP"
Congress,incindia,DM @nsitharaman did not answer why HAL was removed from the contract and why the price was inflated when the specifications of the aircraft remained same: Congress President @RahulGandhi  #RahulGandhiExposesBJP
Congress,incindia,"In a conversation with media, former French President Hollande stated that Anil Ambani's name was suggested by Mr. Modi. My advice to PM Modi is, if there was no truth to the matter, he should've clarified: Congress President @RahulGandhi  #RahulGandhiExposesBJP"
Congress,incindia,LIVE: Congress President @RahulGandhi speaks on the floor of the Parliament on Rafale Scam.  https://t.co/IHp4RL7JGG
Congress,incindia,LOP Mallikarjun Kharge speaks in Parliament about the details of the #RafaleScam and the NoMo govt's various lies about the same.   #RafaleGrandExpose   https://t.co/sv8MwRntVh
Congress,incindia,Who decided to give the contract to Anil Ambani?  President of France clarified that Mr. Modi insisted to remove HAL. We would like the Defence Minister to clarify that PM Modi did not push the HAL out: Congress President @RahulGandhi   #RafaleGrandExpose
Congress,incindia,Was the constraints of the national security considered when taking the decision of reducing 126 aircrafts to 36?: Congress President @RahulGandhi   #RafaleGrandExpose
Congress,incindia,Whose decision was it to increase the price of the aircraft from ₹526Cr to ₹1600Cr? Was it Airforce or was it Mr. Modi's decision? : Congress President @RahulGandhi   #RafaleGrandExpose
Congress,incindia,Youth and farmers of this country have witnessed how Mr. Modi escaped from the discussion on Rafale in Parliament House. I reiterate my questions again today: Congress President @RahulGandhi   #RafaleGrandExpose
Congress,incindia,LIVE: Congress President @RahulGandhi addresses media outside Parliament on #RafaleGrandExpose.  https://t.co/cAKHJClyRD
Congress,incindia,"Under PM Modi's deal, it will 8.5 year for India to receive the entire order of 36 Rafale jets. The NoMo govt. compromised on national security just to help #DoubleA  #RafaleGrandExpose  https://t.co/6XTanPLVI0"
Congress,incindia,Either PM Modi is the worst negotiator this country has seen or he deliberately paid an exorbitant price for the Rafale jets in order to help his friend #DoubleA   #RafaleGrandExpose  https://t.co/PGMgdmJxyd
Congress,incindia,"In 2015 the Law Ministry had noted their concern over huge advance payments from public exchequer without Sovereign Guarantee from France. PM Modi refused to acknowledge concerns &amp; instead accepted ""Letter of Comfort"" &amp; waived of Bank &amp; Sovereign Guarantee.   #RafaleGrandExpose  https://t.co/n3TrWBoxYf"
Congress,incindia,Fresh revelations in the #RafaleScam expose the brazen corruption carried out by PM NoMo.   Documents prove he deliberately increased the benchmark price of the Rafale Jet.   #RafaleGrandExpose  https://t.co/bMIeWbcOyk
Congress,incindia,"This looks very difficult to do, but when you’re #Pliable it’s quite easy. Ask Modiji.   #RafaleGrandExpose #DoubleAA  https://t.co/NuPlooOFW2"
Congress,incindia,Annexure to press release #RafaleGrandExpose 2/2  https://t.co/TX7nkLHO9z
Congress,incindia,Press Release by @rssurjewala Incharge Communications AICC on fresh revelations on the corrupt practices in the Rafale deal.  #RafaleGrandExpose 1/2  https://t.co/33ELkpm5IO
Congress,incindia,We commemorate World Braille Day by marking the contribution of Louis Braille in enabling the visually challenged to live a more fulfilling life.  https://t.co/CZKHRxYi6K
Congress,incindia,"While #ModibunksRafaleExam, there is no doubt that Finance Minister @arunjaitley has turned into govt's Defensive Minister: @DrAMSinghvi  Watch the highlights of the press conference here:  https://t.co/PMcTSGUJHt"
Congress,incindia,"As drop-out rates are continuously rising for the past 3 years, the Modi govt. just past an RTE Amendment that is sure to increase drop-out rates even more.  https://t.co/WbGxg1lWeI"
Congress,incindia,BJP govt's National Council for Teacher Education Bill is a stop-gap solution to fill the thousands of vacancies in teaching positions while simultaneously compromising on the quality of education for the students.  https://t.co/c0kegGksDW
Congress,incindia,"Modi govt. continues in its fine tradition of taking ill-informed decisions. Two years after the introduction of the Rs 2000 note, the Modi Govt backtracks in an effort to stop hoarding black money.    https://t.co/MnV1Jfk9Jm"
Congress,incindia,The Jan Dhan Jumla continues to grow under the NoMo regime. 23% of all accounts lay inactive even as the BJP's propaganda about the scheme continues to build.    https://t.co/q0xaBPYCYp
Congress,incindia,"While India suffers a historic unemployment crisis, PM NoMo refuses to release @NITIAayog's report on improving jobs data submitted in 2017 &amp; shamelessly lies about missing data in 2018.   Does the youth need anymore indication that he doesn't care about them?"
Congress,incindia,"The nation wants to know, will PM NoMo pass this 'entire' corruption analysis?  #ModiBunksRafaleExam  https://t.co/IPrZ5Xcmrz"
Congress,incindia,We remember Savitribai Phule. Phule founded the first girls' school in Pune. In an effort to promote inclusivity she taught children from different castes and opened a total of 18 schools.  https://t.co/9tZrtJpLVF
Congress,incindia,"Jaipal Singh Munda, a politician, prolific writer and a sportsman, was a member of the Constituent Assembly who campaigned for the rights of tribals in India. He led the Indian hockey team to victory in 1928 summer Olympics. We honour his contributions today.  https://t.co/6I2JtTS8Mu"
Congress,incindia,"Thank you for sending us your suggested questions to Mr. Modi on the #RafaleScam  The #Daromat T-shirt goes to @Dikshitsdoshi Big day tomorrow @narendramodi ji, best of luck for the exam😀"
Congress,incindia,"Unlike Anil Ambani, facts are not NoMo's best friend. Here's how he started his 2019 with a resolution to never speak the truth.  https://t.co/wZgqQqaHfc"
Congress,incindia,"Q3 is open to the public, send in your questions for NoMo &amp; win a #DaroMat T-shirt.   #ModiExam"
Congress,incindia,"The Minister of Blogging was at it again in Parliament today, here's a breakdown of the #Jaitlies &amp; the truth behind them.   #IndiaDemandsJPC  https://t.co/54a0bQJRgK"
Congress,incindia,We hate to break it to you @arunjaitley ji but Mr. Gandhi won the Internet today with his counters to your lies in Parliament. We look forward to your blog.  #IndiaDemandsJPC  https://t.co/auXT2TavZs
Congress,incindia,"Supreme Court has clearly said that it is not in their jurisdiction to probe Rafale scam. Most importantly, CAG report that is quoted by the SC in its verdict does not exist: Congress President @RahulGandhi   #IndiaDemandsJPC  https://t.co/d5HEvwclKe"
Congress,incindia,I would very much like to debate Prime Minister Modi one-on-one on Rafale deal. But he does not have the guts: Congress President @RahulGandhi   #IndiaDemandsJPC  https://t.co/78MahPxc3z
Congress,incindia,Mr. Modi must answer whether Defence Ministry objected to the new deal and whose decision inflated the price of aircraft from ₹526Cr to ₹1600Cr. And he must answer whether Airforce objected to this or not: Congress President @RahulGandhi   #IndiaDemandsJPC  https://t.co/ADueBpXeaI
